-5.397947,-33.418777,-33.418777
17.393806,3.372652,3.372652
-11.175735,25.465927,25.465927
18.588778,-16.805506,-16.805506
-20.19517,15.114266,15.114266
-15.866606,12.34142,12.34142
14.06368,-35.881275,-35.881275
-20.137611,16.078028,16.078028
-11.411867,27.768496,27.768496
10.650833,-25.536448,-25.536448
-18.015985,25.4035,25.4035
-9.747538,-40.469547,-40.469547
16.932941,-29.690353,-29.690353
20.315723,-17.110224,-17.110224
-18.90058,-8.732165,-8.732165
-14.210935,-28.747328,-28.747328
21.993078,-4.25197,-4.25197
18.796608,14.665589,14.665589
19.051702,-4.169546,-4.169546
21.85647,5.333166,5.333166
12.603825,-23.884811,-23.884811
-21.839203,11.354627,11.354627
17.357641,-2.338957,-2.338957
-15.645659,-26.389326,-26.389326
22.839773,-5.545913,-5.545913
2.446585,-32.540356,-32.540356
-17.509184,14.659164,14.659164
-15.782149,13.720774,13.720774
-15.041299,15.828582,15.828582
10.858718,-34.04729,-34.04729
-17.287025,-1.73634,-1.73634
-0.608725,-45.884987,-45.884987
-16.610119,8.153317,8.153317
5.483253,38.795383,38.795383
3.00837,-41.59322,-41.59322
12.615279,29.97487,29.97487
-0.166033,-32.471058,-32.471058
7.742402,27.880644,27.880644
-10.476161,-16.740088,-16.740088
-22.66553,-4.082938,-4.082938
21.977093,-6.558938,-6.558938
16.960632,10.926842,10.926842
17.340244,3.705382,3.705382
-3.31818,34.405273,34.405273
21.681116,1.946762,1.946762
8.412074,28.941666,28.941666
2.364008,27.337706,27.337706
15.848753,-14.312418,-14.312418
-12.799863,-35.044933,-35.044933
20.435076,-17.785824,-17.785824
-20.760027,-14.488407,-14.488407
18.88769,-4.48169,-4.48169
10.06001,-36.75799,-36.75799
-14.477719,-28.878683,-28.878683
-20.436552,-15.322005,-15.322005
-3.740602,-45.24122,-45.24122
18.531742,4.786405,4.786405
21.97812,-3.418928,-3.418928
14.679211,-34.87049,-34.87049
-11.208984,-35.072777,-35.072777
-0.385351,-43.76598,-43.76598
-4.614278,-18.744005,-18.744005
-21.899973,5.107434,5.107434
0.794155,41.756813,41.756813
5.910076,21.40145,21.40145
-16.952625,-7.501313,-7.501313
-18.371733,13.243832,13.243832
-17.16204,-5.707581,-5.707581
-3.051272,-38.246567,-38.246567
22.684547,-1.841688,-1.841688
12.695586,-35.46752,-35.46752
-19.27941,-5.607597,-5.607597
17.278639,-5.195102,-5.195102
5.282438,29.902554,29.902554
-20.171846,13.342682,13.342682
-9.641744,-6.15116,-6.15116
19.921993,-18.275812,-18.275812
21.952808,-6.521617,-6.521617
18.234613,-7.087027,-7.087027
-6.398407,30.17564,30.17564
17.010708,-3.745757,-3.745757
-5.007679,-31.60255,-31.60255
8.051572,29.522268,29.522268
-20.111343,11.781848,11.781848
3.675637,42.171757,42.171757
-8.671069,39.05551,39.05551
2.183306,33.917976,33.917976
12.436431,-34.121063,-34.121063
6.168105,37.799015,37.799015
-10.478743,31.089605,31.089605
-21.959274,-2.018868,-2.018868
-21.83209,-6.19335,-6.19335
-13.985257,17.93792,17.93792
-7.750168,-28.841393,-28.841393
-22.187992,9.182278,9.182278
-16.286564,-28.962173,-28.962173
-16.490902,-11.039697,-11.039697
-13.94315,-19.251404,-19.251404
16.287148,11.16085,11.16085
22.06668,4.39085,4.39085
17.160286,5.010246,5.010246
-15.788723,13.166606,13.166606
11.190987,-17.904825,-17.904825
15.993967,-10.057374,-10.057374
-21.420286,-9.743213,-9.743213
7.876381,-18.10457,-18.10457
2.655896,-10.302461,-10.302461
-2.893407,-38.624886,-38.624886
-12.815996,22.901707,22.901707
13.284099,20.053219,20.053219
-11.589742,23.622095,23.622095
-2.449145,-45.16958,-45.16958
-0.875933,24.773676,24.773676
-15.376218,-16.489212,-16.489212
-13.926077,4.258441,4.258441
-17.280622,-1.020653,-1.020653
15.702463,-27.975023,-27.975023
-3.693087,-41.260212,-41.260212
22.062298,4.256633,4.256633
22.347742,-9.025522,-9.025522
1.691679,-39.0451,-39.0451
-21.048456,-4.073502,-4.073502
22.671164,-3.862815,-3.862815
-17.1822,4.567671,4.567671
17.38051,0.551342,0.551342
22.018274,-1.667415,-1.667415
2.634939,0.141785,0.141785
18.186226,21.447187,21.447187
-16.178864,10.61256,10.61256
-0.005402,21.837534,21.837534
11.003828,-21.451653,-21.451653
3.547347,-33.993343,-33.993343
9.665854,13.618971,13.618971
20.667095,16.164524,16.164524
-5.369036,-38.784077,-38.784077
-16.181896,-16.575119,-16.575119
17.341301,-3.561923,-3.561923
-17.11411,5.13725,5.13725
-15.450116,-29.658167,-29.658167
-17.066397,-6.578302,-6.578302
-17.503006,-24.954866,-24.954866
-15.500233,-16.495771,-16.495771
14.144918,-35.821987,-35.821987
-13.31214,-24.683558,-24.683558
-17.9906,-5.082314,-5.082314
1.004538,-36.79365,-36.79365
-9.678639,8.037897,8.037897
19.180979,20.081167,20.081167
15.671085,13.093711,13.093711
-21.079992,11.556952,11.556952
-15.597993,13.554449,13.554449
-12.903852,-1.307321,-1.307321
-18.57967,-24.477139,-24.477139
-20.514853,-15.621269,-15.621269
-21.9638,-4.935079,-4.935079
16.995619,6.104144,6.104144
-16.552816,-4.295332,-4.295332
9.434572,9.883182,9.883182
17.170815,4.463809,4.463809
6.035713,-26.26574,-26.26574
-6.570693,35.376556,35.376556
-15.859558,12.463822,12.463822
-1.04162,32.01402,32.01402
-18.375633,-24.864609,-24.864609
2.128802,-11.050156,-11.050156
-14.95633,-29.642145,-29.642145
-15.159697,-15.607958,-15.607958
-7.59183,42.68811,42.68811
10.654271,40.03547,40.03547
0.571248,-40.58618,-40.58618
20.410248,-1.516382,-1.516382
-1.289216,-44.03172,-44.03172
22.067537,4.619413,4.619413
2.983914,-37.61346,-37.61346
2.378342,44.987015,44.987015
2.18573,31.361275,31.361275
-17.225456,4.506846,4.506846
8.841804,-40.162807,-40.162807
16.608055,8.841042,8.841042
2.045921,31.680124,31.680124
-0.0064,-17.234447,-17.234447
16.357283,-13.704482,-13.704482
-16.368156,-12.151356,-12.151356
-17.907951,26.99848,26.99848
8.042773,-23.958195,-23.958195
21.49021,-8.277732,-8.277732
7.15905,-29.780453,-29.780453
-1.28747,-7.545921,-7.545921
21.006306,13.215118,13.215118
-9.210773,29.107382,29.107382
22.04885,2.025466,2.025466
-0.613805,-45.6243,-45.6243
-21.099104,13.081592,13.081592
-8.082204,-24.056133,-24.056133
-0.392781,39.11813,39.11813
21.382711,12.532132,12.532132
15.141169,-30.225765,-30.225765
-1.87584,21.864254,21.864254
-21.22592,-10.974346,-10.974346
-9.460496,-27.135073,-27.135073
-10.422319,-28.967287,-28.967287
6.288756,19.434881,19.434881
17.399858,3.26721,3.26721
16.080929,30.866991,30.866991
-1.128147,-25.482405,-25.482405
1.888968,-38.19358,-38.19358
-2.362561,22.803652,22.803652
-19.44967,-19.146082,-19.146082
0.791573,38.23394,38.23394
2.320639,33.000965,33.000965
-15.660768,-18.593899,-18.593899
-8.92013,30.135027,30.135027
-16.085316,-13.03246,-13.03246
-5.46449,-29.966309,-29.966309
-8.257633,-38.293144,-38.293144
19.326616,18.273333,18.273333
16.529043,9.203605,9.203605
-18.027136,22.337833,22.337833
5.213873,-44.384995,-44.384995
-0.036495,29.23246,29.23246
8.362907,41.574158,41.574158
16.763517,2.972692,2.972692
-18.82574,-21.807539,-21.807539
-21.843882,-12.028036,-12.028036
-18.31573,-20.899908,-20.899908
-1.430312,-8.722933,-8.722933
-15.12558,-18.633215,-18.633215
-13.73852,-30.535143,-30.535143
-17.935266,18.505695,18.505695
-14.748685,16.112148,16.112148
21.193583,10.536754,10.536754
-17.267403,0.4799,0.4799
4.650057,5.469325,5.469325
5.080181,42.15112,42.15112
20.269554,-12.400422,-12.400422
-3.413669,-34.762257,-34.762257
13.787327,-21.504202,-21.504202
0.666856,-17.829248,-17.829248
-21.911827,3.061767,3.061767
21.149284,12.031033,12.031033
-0.294564,-45.175922,-45.175922
14.400852,32.742847,32.742847
22.00248,-3.727312,-3.727312
15.737992,-26.982813,-26.982813
22.019321,-1.982069,-1.982069
-11.603532,-26.514963,-26.514963
-16.965458,-11.712615,-11.712615
17.362452,-1.245608,-1.245608
4.495875,36.531242,36.531242
-0.966457,34.3637,34.3637
3.195129,23.27249,23.27249
-1.428706,-45.861057,-45.861057
-6.157863,23.729797,23.729797
10.752011,22.599102,22.599102
11.859989,31.32394,31.32394
-19.864532,8.516185,8.516185
-15.956558,9.875093,9.875093
6.193077,2.999121,2.999121
2.573991,-38.203564,-38.203564
15.783012,13.963066,13.963066
-18.07249,22.813204,22.813204
11.237302,-23.898806,-23.898806
-21.898836,4.526197,4.526197
-21.978827,-4.321355,-4.321355
13.275028,-16.320118,-16.320118
2.634067,41.408524,41.408524
6.265669,-40.126232,-40.126232
-21.715834,6.734006,6.734006
-16.826988,6.82279,6.82279
-10.941776,23.869577,23.869577
-21.486464,9.136494,9.136494
10.314813,15.591909,15.591909
20.202347,19.120714,19.120714
-21.967892,-2.985965,-2.985965
14.985946,-16.45767,-16.45767
-12.115421,3.773301,3.773301
21.986969,-5.434267,-5.434267
-3.789404,-31.61369,-31.61369
-15.783639,-31.460415,-31.460415
-0.606729,-45.89202,-45.89202
-7.960724,-28.04881,-28.04881
-17.060734,-7.015346,-7.015346
-19.149675,14.217396,14.217396
17.644844,-19.70701,-19.70701
-10.84033,22.995827,22.995827
-13.566485,31.179829,31.179829
11.095132,-37.45117,-37.45117
-9.789717,27.742474,27.742474
-10.087064,-33.48322,-33.48322
-14.127717,17.542051,17.542051
14.666432,27.788252,27.788252
-3.058826,36.484413,36.484413
-13.761221,-32.985924,-32.985924
16.668255,1.337993,1.337993
-3.216578,-8.428637,-8.428637
-12.415662,-36.98405,-36.98405
-21.938383,0.550649,0.550649
-21.10154,-10.761663,-10.761663
16.14981,11.722869,11.722869
-16.741507,6.125484,6.125484
-19.065285,6.618519,6.618519
0.075956,45.579773,45.579773
5.241761,-36.718014,-36.718014
-20.851707,14.272357,14.272357
-18.224955,-22.92262,-22.92262
16.71461,30.354286,30.354286
11.976807,27.51563,27.51563
-18.3517,-25.297382,-25.297382
8.273335,4.72847,4.72847
14.851865,-4.746341,-4.746341
-20.445198,-5.779605,-5.779605
-14.687075,-17.023417,-17.023417
-14.390319,13.077726,13.077726
-22.6922,-1.700812,-1.700812
1.412196,-34.113316,-34.113316
11.360258,29.128094,29.128094
-12.531313,-37.372906,-37.372906
-16.173399,-13.667779,-13.667779
21.96467,5.818108,5.818108
16.0607,-19.065544,-19.065544
13.36951,-22.222857,-22.222857
-14.057231,18.738928,18.738928
3.977692,30.45376,30.45376
17.818193,-10.785972,-10.785972
19.350422,-22.925837,-22.925837
-9.15927,-12.478528,-12.478528
16.164406,9.003339,9.003339
-14.706126,19.146566,19.146566
17.073013,-6.965221,-6.965221
-21.682837,9.274079,9.274079
-22.360403,-1.18031,-1.18031
-18.691332,-21.507189,-21.507189
-13.972756,26.670515,26.670515
18.563026,4.068316,4.068316
7.794738,-40.50204,-40.50204
-13.279938,31.465946,31.465946
-15.719525,-14.96968,-14.96968
6.554391,-40.3962,-40.3962
-14.043332,17.776543,17.776543
-4.485668,19.726412,19.726412
-17.754364,23.828297,23.828297
12.260878,-25.647451,-25.647451
-11.037607,33.619495,33.619495
-18.043612,23.771643,23.771643
-17.281433,-4.781854,-4.781854
1.284385,36.25646,36.25646
-1.249067,30.516539,30.516539
-3.951806,43.80175,43.80175
-9.734951,-29.853079,-29.853079
-15.682055,-29.245853,-29.245853
-18.367899,-23.07518,-23.07518
-20.6358,-16.170904,-16.170904
9.279989,35.402306,35.402306
14.725137,-6.078037,-6.078037
-9.462497,-38.766396,-38.766396
19.837452,-16.004368,-16.004368
-14.135208,-20.316036,-20.316036
-7.877917,-28.713942,-28.713942
-15.621039,16.258112,16.258112
16.15721,18.7592,18.7592
16.50128,9.626205,9.626205
21.269953,-11.875492,-11.875492
-20.174887,-12.564621,-12.564621
-17.936895,-1.730319,-1.730319
15.813022,-14.278221,-14.278221
-7.500146,30.42443,30.42443
-14.539974,34.407036,34.407036
-6.179858,-35.069893,-35.069893
-21.82344,6.412644,6.412644
-18.065,-22.139631,-22.139631
-7.183847,37.25367,37.25367
0.388108,-45.57367,-45.57367
-13.845107,-19.545033,-19.545033
15.543971,-14.907015,-14.907015
14.933945,-16.602173,-16.602173
-14.00388,19.016356,19.016356
13.239992,-34.90669,-34.90669
-11.24348,29.871723,29.871723
3.838418,-31.63239,-31.63239
3.80506,32.37737,32.37737
18.233173,-11.24892,-11.24892
9.800194,-30.740177,-30.740177
-21.269766,-16.28443,-16.28443
-4.041869,-41.53495,-41.53495
-21.77744,-12.561157,-12.561157
17.392014,3.331237,3.331237
-13.059262,22.642487,22.642487
13.095211,-21.596468,-21.596468
16.722012,-24.901415,-24.901415
-17.235577,4.108131,4.108131
-8.158065,38.39179,38.39179
7.93949,-29.934492,-29.934492
-13.559204,-6.491267,-6.491267
1.31105,-8.057628,-8.057628
4.981133,-23.61605,-23.61605
20.83769,-4.367572,-4.367572
19.129665,-22.180868,-22.180868
21.990423,-4.899454,-4.899454
11.157722,34.31805,34.31805
15.127238,-33.980247,-33.980247
9.058948,-10.67403,-10.67403
-2.923327,-45.78117,-45.78117
-17.235687,4.08706,4.08706
16.89729,10.475605,10.475605
-14.848287,25.191643,25.191643
-7.455348,6.426441,6.426441
-21.802872,5.851753,5.851753
5.694943,38.588253,38.588253
-21.229212,-10.778966,-10.778966
8.798127,24.797146,24.797146
12.983663,25.894985,25.894985
-0.617557,-34.190758,-34.190758
-21.982363,-4.79878,-4.79878
-12.023736,-25.081463,-25.081463
14.136684,-20.008192,-20.008192
16.620344,-26.380705,-26.380705
10.276156,-24.250961,-24.250961
-4.482537,30.270668,30.270668
20.602678,-17.211794,-17.211794
16.66615,2.072064,2.072064
-15.608872,13.736575,13.736575
16.173187,21.876797,21.876797
1.833511,37.24756,37.24756
-17.28374,-1.189266,-1.189266
-18.479177,-21.331848,-21.331848
15.547067,16.04958,16.04958
-18.130865,-0.507217,-0.507217
15.16201,19.043934,19.043934
-13.937997,-36.113754,-36.113754
-10.493732,25.949404,25.949404
14.007394,-26.427015,-26.427015
12.136427,-32.22291,-32.22291
-17.248138,2.694609,2.694609
14.773668,34.089096,34.089096
-20.883017,-13.066782,-13.066782
-14.101272,-19.066687,-19.066687
-11.190053,23.469393,23.469393
21.214859,-12.290832,-12.290832
-19.411133,-19.180075,-19.180075
5.104431,44.41063,44.41063
-12.509859,28.468142,28.468142
-13.280555,-20.964361,-20.964361
3.87437,31.594093,31.594093
12.4334,-3.212552,-3.212552
18.506655,23.441128,23.441128
14.083723,18.818792,18.818792
11.170359,-14.600491,-14.600491
-12.180651,-25.674503,-25.674503
15.445786,-10.070745,-10.070745
-3.420719,-31.900152,-31.900152
-12.390138,22.313932,22.313932
-12.464428,37.985767,37.985767
-11.764277,36.80708,36.80708
6.733086,-31.25859,-31.25859
-3.965442,40.434788,40.434788
20.81929,-13.790956,-13.790956
9.59231,26.035118,26.035118
4.077311,42.727898,42.727898
-16.89062,-30.4072,-30.4072
-3.990925,-31.517927,-31.517927
16.97215,-7.793075,-7.793075
16.771946,7.590006,7.590006
-20.047663,3.952843,3.952843
-17.243643,-4.928818,-4.928818
7.860098,29.97006,29.97006
-17.973238,-19.03883,-19.03883
-21.970802,-3.761309,-3.761309
19.109695,20.201006,20.201006
16.453228,24.096813,24.096813
17.367855,-0.917414,-0.917414
-10.2178,-31.273243,-31.273243
-8.24806,10.502621,10.502621
-4.333017,-31.35537,-31.35537
2.621869,-30.715631,-30.715631
6.849612,31.056036,31.056036
19.389967,-20.730484,-20.730484
-14.939204,-9.985274,-9.985274
-3.826929,42.30603,42.30603
16.527807,-27.633623,-27.633623
15.185172,-13.65334,-13.65334
16.26512,-12.632486,-12.632486
-20.603596,-16.756136,-16.756136
-4.160776,-22.660612,-22.660612
7.129845,33.30523,33.30523
7.317718,-33.43611,-33.43611
15.99768,12.897317,12.897317
18.340464,20.583931,20.583931
-7.279944,28.222757,28.222757
19.966969,4.54127,4.54127
13.156685,30.012262,30.012262
16.806444,-8.520347,-8.520347
7.452591,-29.556465,-29.556465
-13.577553,31.486908,31.486908
-5.507632,-44.33772,-44.33772
-17.040071,-8.701438,-8.701438
22.622324,3.112822,3.112822
-16.021317,11.660949,11.660949
5.449184,31.929747,31.929747
0.260823,33.34865,33.34865
-8.123807,40.00086,40.00086
16.51956,-10.794168,-10.794168
-14.282456,5.298409,5.298409
3.618966,4.426806,4.426806
-6.005439,23.610899,23.610899
-17.294989,2.279514,2.279514
-6.101528,-35.40272,-35.40272
-20.429914,16.191704,16.191704
14.410665,17.065245,17.065245
12.526223,29.672922,29.672922
-7.263324,30.10261,30.10261
-6.32664,12.134475,12.134475
